Date,Quantity,Item,Price ,Sales
7/21/2021,1,DD 36x54,"5,035.00",5035
7/21/2021,1,DD 36x60,"5,385.00",5385
7/21/2021,3,center w/ 3/8,"1,395.00",4185
7/21/2021,2,Francia,"15,450.00",30900
7/21/2021,2,Imelda 4's A,"9,135.00",18270
7/21/2021,1,Jericho 60,"10,580.00",10580
7/21/2021,1,Dave,"8,380.00",8380
7/21/2021,1,Eleazar,"5,575.00",5575
7/21/2021,1,SB 60x75,"3,235.00",3235
7/21/2021,1,SB 54x75,"3,135.00",3135
7/21/2021,2,DD 36x60,"5,385.00",10770
7/21/2021,3,SB 54x75,"3,135.00",9405
7/21/2021,2,DD 36x36,"5,362.50",10725
7/21/2021,4,DD 36x54,"5,908.50",23634
7/21/2021,1,SB 60x75,"4,173.00",4173
7/21/2021,10,center w/ 3/8,"1,700.40",17004
7/21/2021,4,Dining 4's,"5,850.00",23400
7/21/2021,1,Dining 6's,"7,683.00",7683
7/21/2021,6,dining 8's,"9,516.00",57096
7/22/2021,1,Dining 8's,"9,760.00",9760
7/22/2021,1,Dining 6's,"7,880.00",7880
7/22/2021,1,SB 54x75,"3,960.00",3960
7/22/2021,1,Sb 36x75,"3,200.00",3200
7/22/2021,5,Side w/ 3/8,"1,432.00",7160
7/22/2021,1,Jonas ,"7,000.00",7000
7/22/2021,1,Ruth apa 48,"7,000.00",7000
7/22/2021,1,Platera 48,"6,960.00",6960
7/22/2021,1,Dining 4's,"6,015.00",6015
7/27/2021,1,Mikas ,"8,480.00",8480
7/27/2021,1,SB 36x75,"3,200.00",3200
7/27/2021,1,SB 48x75,"3,560.00",3560
7/27/2021,1,SB 54x75,"3,960.00",3960
7/28/2021,2,Platera 48,"7,477.50",14955
7/31/2021,1,Gidion,"8,445.00",8445
08/03/2021,3,Jillienne,"9,850.00",7978.5
08/03/2021,1,Ayen,"11,950.00",9679.5
08/03/2021,3,Aleck,"15,400.00",12474
08/03/2021,1,Ayesha,"21,200.00",17172
08/03/2021,1,Wennylen,"11,950.00",9679.5
08/03/2021,2,Hazzelle,"11,950.00",9679.5
08/03/2021,2,Copenhagen,"9,415.00",7626.15
08/03/2021,1,Garnet,"9,415.00",7626.15
08/03/2021,2,Ericka,"6,600.00",5346
08/03/2021,36,Dining Chair # 102,965,781.65
08/03/2021,3,DD 36x60,"7,925.00",6419.25
08/03/2021,6,SB 54x75,"4,950.00",4009.5
08/03/2021,6,SB 60x75,"5,350.00",4333.5
08/03/2021,3,DD 36x48,"7,125.00",5771.25
08/03/2021,2,DD 36x54,"7,275.00",5892.75
08/03/2021,6,SB 36x75,"4,000.00",3240
08/03/2021,2,SB 48x75,"4,450.00",3604.5
08/03/2021,1,Imelda 4's A,"12,900.00",10449
08/03/2021,1,Michelle,10160,10160
08/03/2021,1,Angeline,10200,10200
08/03/2021,1,Ayen,10200,10200
08/03/2021,1,Chelsea,6960,6960
08/03/2021,1,Chloe,6960,6960
08/03/2021,1,Marco,6960,6960
08/03/2021,1,Aleck,12760,12760
08/03/2021,1,Justine,11080,11080
08/03/2021,8,Center w/ 3/8,13632,109056
08/04/2021,1,Dining 6's,"7,892.80",7892.8
08/04/2021,1,Dave,"8,940.00",8940
08/05/2021,1,Angeline,"9,065.00",9065
08/05/2021,1,Ayen,"9,065.00",9065
08/05/2021,1,Hazelle,"9,015.00",9015
08/05/2021,1,Wennylen,"9,115.00",9115
08/05/2021,1,Michelle,"9,115.00",9115
08/05/2021,2,Dining 4's,"5,410.00",10820
08/05/2021,5,Dining 6's,"6,960.00",34800
08/05/2021,1,Dining 8's,"8,445.00",8445
08/05/2021,1,Dave ,"8,380.00",8380
08/05/2021,2,Dining 6's,"7,800.00",15600
08/05/2021,2,Dining 8's,"9,840.00",19680
08/05/2021,2,Dining 4's,"6,015.00",12030
08/05/2021,1,SB 35x75,"3,262.50",3262.5
08/05/2021,2,SB 54x75,"4,065.00",8130
08/05/2021,2,SB 60x75,"4,327.50",8655
08/05/2021,1,Marco,"6,525.00",6525
08/05/2021,1,Chloe,"6,525.00",6525
08/05/2021,1,Chelsea,"6,525.00",6525
08/05/2021,1,Cholo,"6,525.00",6525
08/06/2021,1,Side w/ 3/8,810,810
08/06/2021,1,Nicole,"10,550.00",10550
08/06/2021,1,Jessa,"8,215.00",8215
08/06/2021,1,Ayesha,"15,000.00",15000
08/06/2021,1,Avor,"12,650.00",12650
08/06/2021,1,Cassandra,"15,750.00",15750
08/06/2021,1,California,"14,300.00",14300
08/06/2021,1,Aleck,"11,000.00",11000
08/06/2021,1,Celine,"9,115.00",9115
08/06/2021,1,Angeline,"9,065.00",9065
08/06/2021,3,DD 36x54,"5,035.00",15105
08/06/2021,3,DD 36x48,"4,835.00",14505
08/06/2021,5,DD 36x36,"4,685.00",23425
08/06/2021,5,SB 60x75,"3,235.00",16175
08/06/2021,1,SB 36x75,"3,685.00",3685
08/06/2021,3,Dining 4's,"5,410.00",16230
08/06/2021,3,Dining 6's,"6,960.00",20880
08/06/2021,1,Imelda 4's A,"9,135.00",9135
08/06/2021,1,Spanish A,"9,135.00",9135
08/06/2021,1,Bar Counter60,"10,745.00",10745
08/06/2021,1,Dave,"8,380.00",8380
08/06/2021,1,Jericho 60,"10,580.00",10580
08/06/2021,1,Liera 60,"9,180.00",9180
08/06/2021,1,Jethro ,"7,930.00",7930
08/06/2021,1,Red ,"6,930.00",6930
08/06/2021,1,Liera 48,"7,725.00",7725
08/06/2021,1,Madrid,"8,580.00",8580
08/06/2021,1,Imelda 4's A,"9,135.00",9135
8/21/2021,2,Francia,"15,450.00",30900
8/21/2021,1,Top Marble Imelda,"1,025.00",1025
8/21/2021,1,Angeline,"9,065.00",9065
8/21/2021,1,Hazelle,"9,015.00",9015
8/21/2021,1,Platera 60,"8,580.00",8580
8/21/2021,1,Mikas,"7,930.00",7930
8/21/2021,2,Dining 6's,"6,960.00",13920
8/21/2021,1,Dave,"8,380.00",8380
8/26/2021,1,Lalie,"11,700.00",11700
8/26/2021,1,Francia,"15,450.00",15450
8/26/2021,1,Le Bron,"13,450.00",13450
8/26/2021,3,DD 36x36,"5,435.00",16305
8/28/2021,1,Spanish A,"9,135.00",9135
08/03/2021,3,Jillienne,"9,850.00",7978.5
08/03/2021,1,Ayen,"11,950.00",9679.5
08/03/2021,3,Aleck,"15,400.00",12474
08/03/2021,1,Ayesha,"21,200.00",17172
08/03/2021,1,Wennylen,"11,950.00",9679.5
08/03/2021,2,Hazzelle,"11,950.00",9679.5
08/03/2021,2,Copenhagen,"9,415.00",7626.15
08/03/2021,1,Garnet,"9,415.00",7626.15
08/03/2021,2,Ericka,"6,600.00",5346
08/03/2021,36,Dining Chair # 102,965,781.65
08/03/2021,3,DD 36x60,"7,925.00",6419.25
08/03/2021,6,SB 54x75,"4,950.00",4009.5
08/03/2021,6,SB 60x75,"5,350.00",4333.5
08/03/2021,3,DD 36x48,"7,125.00",5771.25
08/03/2021,2,DD 36x54,"7,275.00",5892.75
08/03/2021,6,SB 36x75,"4,000.00",3240
08/03/2021,2,SB 48x75,"4,450.00",3604.5
08/03/2021,1,Imelda 4's A,"12,900.00",10449
08/03/2021,1,Michelle,10160,10160
08/03/2021,1,Angeline,10200,10200
08/03/2021,1,Ayen,10200,10200
08/03/2021,1,Chelsea,6960,6960
08/03/2021,1,Chloe,6960,6960
08/03/2021,1,Marco,6960,6960
08/03/2021,1,Aleck,12760,12760
08/03/2021,1,Justine,11080,11080
08/03/2021,8,Center w/ 3/8,13632,109056
08/04/2021,1,Dining 6's,"7,892.80",7892.8
08/04/2021,1,Dave,"8,940.00",8940
08/05/2021,2,Dining 6's,"7,800.00",15600
08/05/2021,2,Dining 8's,"9,840.00",19680
08/05/2021,2,Dining 4's,"6,015.00",12030
08/05/2021,1,SB 35x75,"3,262.50",3262.5
08/05/2021,2,SB 54x75,"4,065.00",8130
08/05/2021,2,SB 60x75,"4,327.50",8655
08/05/2021,1,Marco,"6,525.00",6525
08/05/2021,1,Chloe,"6,525.00",6525
08/05/2021,1,Chelsea,"6,525.00",6525
08/05/2021,1,Cholo,"6,525.00",6525
08/06/2021,1,Side w/ 3/8,810,810
08/09/2021,5,Side w/ 3/8,"1,466.60",7333
8/13/2021,1,Platera 60,"9,612.00",9612
8/13/2021,1,Dave,"8,960.00",8960
8/13/2021,1,Mikas,"9,008.00",9008
8/13/2021,1,Imelda 4's W,"8,935.00",8935
8/13/2021,3,Dining 6's,"6,960.00",20880
8/13/2021,1,Cholo,"6,065.00",6065
8/13/2021,1,Dave,"8,380.00",8380
8/13/2021,1,Judah,"6,575.00",6575
8/13/2021,2,Dining 8's,"8,445.00",16890
8/13/2021,3,Dining 8's,"8,445.00",25335
8/13/2021,2,Dining 6's,"6,960.00",13920
8/13/2021,2,Dining 4's,"5,410.00",10820
8/13/2021,1,Francia,"15,450.00",15450
8/13/2021,1,Lalie,"11,700.00",11700
8/13/2021,1,Clarisse,"10,050.00",10050
8/13/2021,1,le Bron,"13,450.00",13450
8/13/2021,1,Chelsea,"6,065.00",6065
8/13/2021,1,Michelle,"9,115.00",9115
8/13/2021,1,Jethro ,"7,930.00",7930
8/13/2021,1,Madrid,"7,680.00",7680
8/13/2021,1,Dave,"8,380.00",8380
8/13/2021,1,Liera 48,"7,725.00",7725
8/13/2021,1,Imelda 4's  W,"8,935.00",8935
8/14/2021,1,Hazelle,"9,015.00",9015
8/14/2021,1,le Bron,"13,450.00",13450
8/14/2021,1,Steffanny,"12,500.00",12500
8/14/2021,1,Angeline,"9,065.00",9065
8/14/2021,1,Marco,"6,065.00",6065
8/14/2021,1,Red ,"6,930.00",6930
8/14/2021,1,Platera 60,"8,580.00",8580
8/14/2021,1,Platera 48,"6,975.00",6975
8/30/2021,1,Imelda 4's A,"10,500.00",10500
09/03/2021,1,SB 54x75,"4,280.00",4280
09/03/2021,1,Cattleya 54x75,"4,040.00",4040
09/03/2021,1,SB 48x75,"3,800.00",3800
09/03/2021,1,Gideon ,"8,480.00",8480
09/03/2021,1,Platera 60,"9,612.00",9612
09/03/2021,2,Side w/ 3/8,"1,512.00",3024
09/03/2021,1,DD 36x54,"6,365.63",6365.63
09/06/2021,8,Dining 6's,"8,034.00",64272
09/06/2021,12,Dining Chair ,842.4,10108.8
09/06/2021,1,SB 36x75,"3,440.00",3440
09/06/2021,1,SB 48x75,"3,800.00",3800
09/06/2021,1,SB 54x75,"4,280.00",4280
09/06/2021,1,Metal Div. ,"4,640.00",4640
09/06/2021,1,Liera 48,"8,280.00",8280
09/06/2021,1,DD 36x36,"6,000.00",6000
09/06/2021,1,Shalanie,"26,500.00",26500
09/06/2021,1,Clarisse,"10,050.00",10050
09/06/2021,1,Jacob,"5,440.00",5440
09/06/2021,1,Platera 36,"5,590.00",5590
09/06/2021,1,SB 54x75,"4,365.00",4365
09/07/2021,1,Imelda 4's A,"10,185.00",10185
09/08/2021,2,Michelle,"9,679.50",19359
09/08/2021,2,Aleck,"12,474.00",24948
09/08/2021,2,Wennylen,"9,679.50",19359
09/08/2021,2,lalie,"13,365.00",26730
09/08/2021,4,Francia,"17,415.00",69660
09/08/2021,1,Chelsea,"6,601.50",6601.5
09/08/2021,1,Cholo,"6,601.50",6601.5
09/08/2021,1,Chloe,"6,601.50",6601.5
09/08/2021,1,Marco,"6,601.50",6601.5
09/08/2021,1,SB 36x75,"3,645.00",3645
09/08/2021,1,SB 48x75,"4,050.00",4050
09/08/2021,1,SB 60x75,"4,950.00",4950
09/08/2021,1,Esmeralda 6's,"15,187.50",15187.5
09/08/2021,1,Esmeralda 4's,"13,342.50",13342.5
09/07/2021,1,Esmeralda 4's,"12,920.00",12920
09/08/2021,2,Dining 4's,"6,656.00",13312
09/08/2021,1,Dining 8's,"11,028.00",11028
09/08/2021,5,Center w/ 3/8,"2,016.00",10080
09/08/2021,5,Side w/ 3/8,"1,760.00",8800
09/08/2021,2,Foam 36x4,"2,060.00",4120
09/08/2021,2,Foam 36x6,"2,648.00",5296
09/08/2021,1,Platera 48,"8,092.00",8092
09/08/2021,5,Dining 6's,"7,510.00",37550
09/08/2021,5,Dining 8's,"9,110.00",45550
09/08/2021,5,Center w/ 3/8,"1,445.00",7225
09/08/2021,1,Jonas ,"6,575.00",6575
09/08/2021,2,Jacob,"5,440.00",10880
09/08/2021,1,Platera 36,"5,590.00",5590
09/10/2021,1,Glass 4's,"1,375.00",1375
09/10/2021,1,Table Frame 4's,"1,385.00",1385
09/10/2021,1,Dining 4's ,"5,660.00",5660
09/10/2021,2,Dining 6's,"7,510.00",15020
09/10/2021,1,Bahamas 60,"7,530.00",7530
09/10/2021,1,Gideon ,"7,930.00",7930
09/10/2021,1,Mikas,"7,930.00",7930
09/10/2021,1,Platera 48,"6,975.00",6975
09/10/2021,1,DD 36x48,"5,585.00",5585
09/10/2021,1,SB 48x75,"3,385.00",3385
09/10/2021,1,Platera 48,"6,975.00",6975
09/10/2021,1,Ruth ,"6,575.00",6575
09/10/2021,1,Copenhagen,"7,093.00",7093
09/10/2021,2,Montreal 60,"7,580.00",15160
09/11/2021,1,Dining 6's,"7,510.00",7510
09/11/2021,1,Dining 8's,"9,110.00",9110
09/11/2021,1,DD 36x36,"5,435.00",5435
09/11/2021,1,DD 36x54,"5,785.00",5785
09/11/2021,1,DD 36x60,"6,035.00",6035
09/11/2021,1,SB 36x75,"2,985.00",2985
09/11/2021,1,SB 60x75,"3,835.00",3835
09/11/2021,1,Jonas ,"6,575.00",6575
09/11/2021,1,Paul 48,"7,725.00",7725
09/10/2021,1,SB 60x75,"3,835.00",3835
09/10/2021,1,Cattleya 36x60,"5,935.00",5935
09/10/2021,2,SB 48x75,"3,385.00",6770
09/10/2021,2,SB 36x75,"2,985.00",5970
09/10/2021,1,DD 36x36,"5,435.00",5435
09/10/2021,1,DD 36x54,"5,785.00",5785
09/10/2021,1,DD 36x60,"6,135.00",6135
09/11/2021,1,Dining 8's,"13,120.00",13120
09/11/2021,1,Dining 6's,"10,400.00",10400
9/22/2021,1,OT 18x36,"2,685.00",2685
9/23/2021,1,SB 54x75,"4,234.00",4234
9/24/2021,1,Bar Counter,"11,685.00",11685
9/24/2021,1,Jethro,"8,445.00",8445
9/24/2021,1,Gideon ,"8,445.00",8445
9/24/2021,1,Judah,"7,012.50",7012.5
9/24/2021,1,Ruth ,"7,012.50",7012.5
9/24/2021,2,DD 36x60,"6,900.00",13800
9/24/2021,2,SB 48x75,"3,915.00",7830
9/24/2021,2,DD 36x36,"6,000.00",12000
9/24/2021,2,Dining 4's,"6,240.00",12480
9/27/2021,,Repair& Repaint,"3,000.00",3000
9/27/2021,3,OT 18x36,"2,685.00",8055
9/27/2021,3,2OT24x48,"3,435.00",10305
9/27/2021,1,OT 20x40,"2,910.00",2910
9/27/2021,3,Dining 6's,"8,212.50",24637.5
9/27/2021,1,Cattleya 36x75,"3,037.50",3037.5
9/24/2021,1,DD 36x54,"6,562.50",6562.5
9/24/2021,1,DD 36x36,"6,000.00",6000
9/24/2021,1,SB 60x75,"4,627.50",4627.5
9/24/2021,2,Dining Chair # 102,862.5,1725
9/24/2021,1,OT 24x48,"3,435.00",3435
9/25/2021,1,SB 36x75 FC,"3,185.00",3185
9/25/2021,1,SB 54x75 FC,"3,585.00",3585
9/25/2021,1,SB 60x75 Cattleya,"3,585.00",3585
9/25/2021,1,S 54x75 Cattleya,"3,535.00",3535
9/25/2021,1,SB 36x75 Cattleya,"2,735.00",2735
9/25/2021,2,Dining 6's,"7,510.00",15020
9/25/2021,2,Dining 8's,"9,110.00",18220
9/25/2021,1,Hazelle,"9,015.00",9015
9/25/2021,1,Celine,"9,115.00",9115
9/25/2021,1,Nikita Upholster,"3,500.00",3500
9/28/2021,1,Dining  8's,"10,292.00",10292
9/28/2021,2,Dining 6's,"8,240.00",16480
9/28/2021,3,SB 60x75,"4,600.00",13800
9/28/2021,1,SB 36x75,"3,440.00",3440
9/28/2021,5,Side w/ 3/8,"1,466.64",7333.2
9/28/2021,2,Dining 6's,"7,966.13",15932.25
9/28/2021,1,6's Glass,"2,109.75",2109.75
9/28/2021,1,Platera 60,"9,050.10",9050.1
10/05/2021,2,Esmeralda 4's,"12,112.50",24225
10/05/2021,2,SB 36x75,"3,487.50",6975
10/05/2021,2,Sb 60x75,"4,627.50",9255
10/05/2021,1,DD 36x36,"6,000.00",6000
10/05/2021,1,Copenhagen,"7,312.50",7312.5
10/05/2021,1,Platera 48 Spcl.,"7,747.50",7747.5
10/05/2021,1,Platera 36,"6,078.75",6078.75
10/05/2021,2,Dining 6's,"7,510.00",15020
10/05/2021,4,Dining 8's,"9,110.00",36440
10/06/2021,1,Celine,"9,115.00",9115
10/06/2021,1,Wennylen,"9,115.00",9115
10/06/2021,1,Michelle,"9,115.00",9115
10/06/2021,1,Angeline,"9,065.00",9065
10/06/2021,1,Chelsea,"6,065.00",6065
10/06/2021,1,Chloe,"6,065.00",6065
10/06/2021,1,Marco,"6,065.00",6065
10/06/2021,3,Dining 6's,"7,510.00",22530
10/06/2021,2,Dining 8's,"9,110.00",18220
10/06/2021,3,Dining 4's,"5,660.00",16980
10/06/2021,6,SB 48x75,"3,385.00",20310
10/06/2021,3,SB 54x75,"3,735.00",11205
10/06/2021,1,Platera 60,"8,580.00",8580
10/06/2021,5,Center w/ 3/8,"1,890.00",9450
10/06/2021,1,Angeline Re Uph,"7,500.00",7500
10/06/2021,1,Hazelle Re Uph,"7,500.00",7500
10/08/2021,1,Francia,"17,200.00",17200
10/08/2021,1,Lalie,"13,200.00",13200
10/08/2021,1,Justine,"10,384.00",10384
10/08/2021,2,Chloe,"6,520.00",13040
10/08/2021,2,Marco,"6,520.00",13040
10/08/2021,1,Bethany,"20,112.00",20112
10/08/2021,1,Shalanie,"30,080.00",30080
10/08/2021,2,Madrid,"9,720.00",19440
10/08/2021,1,Copenhagen,"7,532.00",7532
10/08/2021,1,Dana,"9,120.00",9120
10/08/2021,1,Paul 60,"9,800.00",9800
10/08/2021,1,Liera 60,"9,840.00",9840
10/08/2021,1,Montreal 84,"11,040.00",11040
10/08/2021,2,DD 36x36,"5,980.00",11960
10/08/2021,1,DD 36x48,"6,100.00",6100
10/08/2021,2,DD 36x54,"6,460.00",12920
10/08/2021,3,DD 36x60,"6,740.00",20220
10/08/2021,2,Center w/ 3/8,"1,824.00",3648
10/08/2021,2,Side w/ 3/8,"1,512.00",3024
10/11/2021,1,SB 48x75,"3,800.00",3800
10/11/2021,1,SB 54x75,"4,280.00",4280
10/11/2021,1,SB 60x75,"4,600.00",4600
10/11/2021,1,Dining 8's,"10,292.00",10292
10/11/2021,6,Side Table w/ 3/8,"9,072.00",54432
10/15/2021,1,OT 24x48,"3,435.00",3435
10/16/2021,2,Dining 4's,"6,262.50",12525
10/16/2021,2,Dining 6's,"8,212.50",16425
10/16/2021,2,Dining 8's,"10,376.25",20752.5
10/16/2021,1,DD 36x60,"6,900.00",6900
10/16/2021,2,DD 36x36,"6,000.00",12000
10/16/2021,2,Center w/ 3/8,"1,890.00",3780
10/16/2021,1,Red,"7,350.00",7350
10/16/2021,1,jericho 48,"9,978.75",9978.75
10/16/2021,1,Ruth,"7,012.50",7012.5
10/16/2021,1,Jonas,"7,012.50",7012.5
10/16/2021,1,Michelle,"10,516.00",10516
10/16/2021,1,Wennylen,"10,516.00",10516
10/16/2021,2,Celine,"10,516.00",21032
10/16/2021,2,Cholo,"7,172.00",14344
10/16/2021,1,Chloe,"7,172.00",7172
10/16/2021,2,Clarisse,"11,616.00",23232
10/16/2021,1,Francia,"18,920.00",18920
10/16/2021,2,Garnet,"8,285.20",16570.4
10/16/2021,1,Jacob,"6,424.00",6424
10/16/2021,1,Montreal 60,"8,932.00",8932
10/18/2021,4,Francia,"15,480.00",61920
10/18/2021,3,Jillienne,"7,092.00",21276
10/18/2021,1,Sophia,"6,771.60",6771.6
10/18/2021,3,Lalie,"11,880.00",35640
10/18/2021,2,SB 36x75,"3,870.00",7740
10/18/2021,4,SB 48x75,"4,275.00",17100
10/18/2021,2,SB 54x75,"4,333.50",8667
10/18/2021,2,DD 36x60,"6,824.25",13648.5
10/18/2021,4,DD 36x36,"6,054.75",24219
10/18/2021,3,DD 36x48,"6,176.25",18528.75
10/18/2021,4,DD 36x54,"6,540.75",26163
10/18/2021,2,DD 36x36,"5,435.00",10870
10/18/2021,1,DD 36x36 Lotus,"5,035.00",5035
10/18/2021,3,DD 36x60,"5,935.00",17805
10/18/2021,1,Justine,"9,400.00",9400
10/18/2021,1,Platera 48 Spcl.,"7,125.00",7125
10/18/2021,1,Jacob,"5,440.00",5440
10/18/2021,1,Nicole,"10,550.00",10550
10/18/2021,1,Steffany,"12,500.00",12500
10/18/2021,2,Francia,"15,450.00",30900
10/19/2021,1,Francia,"15,450.00",15450
10/19/2021,6,OT 20x40,"3,435.00",20610
10/02/2021,2,Imelda 4's,"9,335.00",18670
10/20/2021,1,Dave,"8,380.00",8380
10/20/2021,1,Paul 60,"9,080.00",9080
10/20/2021,1,DD 36x36,"5,435.00",5435
10/20/2021,2,DD 36x48,"5,585.00",11170
10/20/2021,1,DD 36x54,"5,785.00",5785
10/20/2021,2,SB 36x75,"2,985.00",5970
10/20/2021,1,Dining 4's,"5,660.00",5660
10/20/2021,1,Dining 6's,"7,510.00",7510
10/20/2021,2,Dining 8's,"9,110.00",18220
10/20/2021,1,Francia,"15,450.00",15450
10/20/2021,1,Paul 60,"8,580.00",8580
10/20/2021,1,Liera 60,"9,180.00",9180
10/20/2021,1,Lexie,"10,250.00",10250
10/20/2021,3,Dining 6's,"8,240.00",24720
10/20/2021,2,Dining 8's,"10,292.00",20584
10/20/2021,1,DD 36x54,"6,460.00",6460
10/20/2021,1,DD 36x48,"6,100.00",6100
10/21/2021,1,Imelda 4's,"10,837.50",10837.5
10/27/2021,2,Dining 6's,"7,510.00",15020
10/27/2021,1,Chelsea,"6,065.00",6065
10/27/2021,1,Jillienne,"7,015.00",7015
10/27/2021,1,Liera 48,"7,725.00",7725
10/27/2021,1,Platera 60,"8,580.00",8580
10/27/2021,1,Esmeralda 4's,"10,335.00",10335
10/27/2021,1,Chloe,"6,065.00",6065
10/27/2021,3,Jillienne,"7,015.00",21045
10/27/2021,1,Platera 36,"5,590.00",5590
10/27/2021,1,Center w/ 3/8,"1,012.50",1012.5
10/28/2021,1,DD 36x36x,"5,980.00",5980
10/28/2021,2,SB 48x75,"7,600.00",15200
10/28/2021,2,SB 54x75,"8,560.00",17120
10/28/2021,1,Dining 6's ,"8,240.00",8240
10/28/2021,6,Chair # 102,944,5664
10/28/2021,2,Dining 6's,"7,510.00",15020
10/28/2021,32,Dining Chair 102,710,22720
10/28/2021,1,Angeline,"9,065.00",9065
10/28/2021,1,Clarisse,"10,050.00",10050
10/28/2021,1,Platera 48 ,"6,975.00",6975
10/28/2021,1,Platera 60,"8,580.00",8580
10/28/2021,1,Lalie,"11,700.00",11700
10/28/2021,1,Le Bron,"13,450.00",13450
10/28/2021,1,Nicole,"10,550.00",10550
10/28/2021,1,Dining 4's,"5,660.00",5660
10/28/2021,2,Dining 6's,"7,510.00",15020
10/28/2021,1,Dining 8's,"9,110.00",9110
10/28/2021,3,Center w/ 3/8,"1,445.00",4335
10/28/2021,1,Cholo,"6,065.00",6065
10/28/2021,1,Marco,"6,065.00",6065
10/28/2021,1,Francia,"15,450.00",15450
10/28/2021,1,Liera 60,"9,180.00",9180
10/28/2021,1,Le Bron,"13,450.00",13450
10/28/2021,1,Imelda  W,"10,221.00",10221
10/29/2021,2,Chloe,"6,065.00",12130
10/29/2021,2,Cholo,"6,065.00",12130
10/29/2021,2,Marco,"6,065.00",12130
10/29/2021,4,Jilliene,"7,015.00",28060
10/29/2021,1,Francia,"15,450.00",15450
11/02/2021,1,Jacob,"5,440.00",5440
11/02/2021,1,Garnet,"6,175.00",6175
11/02/2021,1,Montreal 60,"7,580.00",7580
11/02/2021,1,Red ,"6,930.00",6930
11/02/2021,10,Center w/ TG,"1,395.00",13950
11/02/2021,10,Side w/ TG,"1,095.00",10950
11/02/2021,2,Dining 6's,"7,510.00",15020
11/02/2021,1,Dining 8's,"9,110.00",9110
11/02/2021,1,Ayesha,"16,500.00",16500
11/02/2021,1,California,"14,300.00",14300
11/04/2021,1,SB 48x75,"3,686.00",3686
11/04/2021,1,SB 54x75,"4,151.60",4151.6
11/04/2021,1,Dining 8's,"9,983.24",9983.24
11/04/2021,1,Tables 6's,"1,916.72",1916.72
11/04/2021,1,Dining 8's ,"10,376.25",10376.25
11/05/2021,2,Francia,"15,450.00",30900
11/05/2021,1,Nicole,"10,550.00",10550
11/05/2021,1,Aleck,"11,000.00",11000
11/05/2021,1,Brewster,"10,550.00",10550
11/05/2021,1,Jella Spcl.,"10,350.00",10350
11/05/2021,1,Sheena,"10,550.00",10550
11/05/2021,1,Justine,"9,400.00",9400
11/05/2021,2,hazelle,"9,015.00",18030
11/05/2021,1,Khim,"8,850.00",8850
11/05/2021,1,Michelle,"9,115.00",9115
11/05/2021,1,Ayen,"9,065.00",9065
11/05/2021,1,celine,"9,115.00",9115
11/05/2021,1,Jessa,"8,215.00",8215
11/05/2021,1,Avor,"12,650.00",12650
11/05/2021,1,Bella,"8,150.00",8150
11/05/2021,1,Chloe,"6,065.00",6065
11/05/2021,1,Paul 60,"9,080.00",9080
11/05/2021,1,Jonas,"6,575.00",6575
11/05/2021,2,Dining 8's,"9,110.00",18220
11/05/2021,1,SB 48x75,"33,385.00",33385
11/05/2021,2,SB 54x75,"3,735.00",7470
11/05/2021,1,FRancia,"15,450.00",15450
11/05/2021,1,Lalie,"11,700.00",11700
11/05/2021,1,Claris,"10,050.00",10050
11/05/2021,1,Ayesha,"16,500.00",16500
11/05/2021,1,ayen,"9,065.00",9065
11/05/2021,1,Paul 60,"9,080.00",9080
11/05/2021,1,Platera 36,"5,590.00",5590
11/05/2021,1,Liera 48,"7,725.00",7725
11/05/2021,1,Jacob,"5,440.00",5440
11/05/2021,1,SB 36x75,"3,720.00",3720
11/05/2021,1,SB 48x75,"4,176.00",4176
11/05/2021,1,SB 54x75,"4,656.00",4656
11/05/2021,1,SB 60x75,"4,936.00",4936
11/05/2021,1,DD 36x36,"6,400.00",6400
11/05/2021,1,DD 36x48,"6,840.00",6840
11/05/2021,1,DD 36x54,"7,000.00",7000
11/05/2021,1,DD 36x60,"7,360.00",7360
11/05/2021,2,Dining 6's,"8,760.00",17520
11/06/2021,5,Imelda 4's A,"10,000.00",50000
11/06/2021,4,Imelda 4's W,"10,000.00",40000
11/06/2021,1,Imelda 311,"10,000.00",10000
11/06/2021,1,Portugal,"7,312.50",7312.5
11/06/2021,1,Copenhagen,"7,312.50",7312.5
11/06/2021,1,Francia,"17,025.00",17025
11/12/2021,1,SB 60x75,"3,835.00",3835
11/12/2021,1,Hazelle,"9,015.00",9015
11/12/2021,1,Le Bron,"13,450.00",13450
11/12/2021,1,Michelle,"9,115.00",9115
11/12/2021,1,jella Spcl.,"10,350.00",10350
11/12/2021,1,Bahamas 60,"7,530.00",7530
11/12/2021,1,Garnet,"6,725.00",6725
11/12/2021,1,Liera 60,"9,180.00",9180
11/12/2021,1,Platera 60,"8,580.00",8580
11/12/2021,1,Nicole,"10,550.00",10550
11/12/2021,1,Imelda 4's A,"9,135.00",9135
11/12/2021,1,Francia,"17,025.00",17025
11/12/2021,1,Michelle,"9,562.50",9562.5
11/13/2021,1,Chelsea,"6,525.00",6525
11/13/2021,1,Chollo,"6,525.00",6525
11/13/2021,24,Dining Chair 102,937.5,22500
11/13/2021,2,SB 36x75,"2,985.00",5970
11/13/2021,2,SB 48x75,"3,385.00",6770
11/13/2021,3,SB 54x75,"3,735.00",11205
11/13/2021,1,Paul 60,"9,080.00",9080
